label,unix_ts,date_token,location,timestamp_text,location_dup,facility,component,level,message,timestamp,is_anomaly,message_length,message_token_count,hour,dayofweek,has_digit,has_hex_like,has_cache_word,has_memory_word,has_network_word,level_code,facility_code,component_code,message_template,template_id,template_frequency
-,1122405833,2005.07.26,R06-M0-N3-C:J05-U11,2005-07-26-12.23.53.675291,R06-M0-N3-C:J05-U11,RAS,KERNEL,INFO,generating core.315,2005-07-26 12:23:53.675291,0,19,2,12,1,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1131583023,2005.11.09,R63-M0-NC-C:J10-U11,2005-11-09-16.37.03.984888,R63-M0-NC-C:J10-U11,RAS,KERNEL,INFO,iar 00106494 dear 0246db4c,2005-11-09 16:37:03.984888,0,26,4,16,2,1,1,0,0,0,0,0,0,iar <num> dear 0246db4c,75,54
-,1122577081,2005.07.28,R31-M1-N7-C:J17-U01,2005-07-28-11.58.01.442749,R31-M1-N7-C:J17-U01,RAS,KERNEL,INFO,generating core.8288,2005-07-28 11:58:01.442749,0,20,2,11,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1125083151,2005.08.26,R64-M1-N2-C:J10-U01,2005-08-26-12.05.51.617766,R64-M1-N2-C:J10-U01,RAS,KERNEL,INFO,1547520 double-hummer alignment exceptions,2005-08-26 12:05:51.617766,0,42,4,12,4,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1119726633,2005.06.25,R06-M0-N7-C:J17-U01,2005-06-25-12.10.33.721179,R06-M0-N7-C:J17-U01,RAS,KERNEL,INFO,generating core.352,2005-06-25 12:10:33.721179,0,19,2,12,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1131126706,2005.11.04,R62-M0-N6-C:J12-U11,2005-11-04-09.51.46.468437,R62-M0-N6-C:J12-U11,RAS,KERNEL,INFO,iar 00106858 dear 0245e7dc,2005-11-04 09:51:46.468437,0,26,4,9,4,1,1,0,0,0,0,0,0,iar <num> dear 0245e7dc,76,4
-,1122401208,2005.07.26,R06-M0-N8-C:J07-U01,2005-07-26-11.06.48.696127,R06-M0-N8-C:J07-U01,RAS,KERNEL,INFO,generating core.470,2005-07-26 11:06:48.696127,0,19,2,11,1,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1121313881,2005.07.13,R07-M1-N6-C:J07-U01,2005-07-13-21.04.41.751862,R07-M1-N6-C:J07-U01,RAS,KERNEL,INFO,generating core.1142,2005-07-13 21:04:41.751862,0,20,2,21,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
APPSEV,1134403798,2005.12.12,R77-M1-N8-I:J18-U01,2005-12-12-08.09.58.017095,R77-M1-N8-I:J18-U01,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:58277, Link has been severed",2005-12-12 08:09:58.017095,1,100,14,8,0,1,0,0,0,1,2,0,2,"ciod: error reading message prefix on ciostream socket to <num>.<num>.<num>.<num>:<num>, link has been severed",40,1653
-,1119478841,2005.06.22,R21-M0-N7-C:J06-U01,2005-06-22-15.20.41.605386,R21-M0-N7-C:J06-U01,RAS,KERNEL,INFO,1969920 double-hummer alignment exceptions,2005-06-22 15:20:41.605386,0,42,4,15,2,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1125224527,2005.08.28,R56-M1-N0-C:J08-U01,2005-08-28-03.22.07.573719,R56-M1-N0-C:J08-U01,RAS,KERNEL,INFO,iar 0014a150 dear 00985e38,2005-08-28 03:22:07.573719,0,26,4,3,6,1,1,0,0,0,0,0,0,iar 0014a150 dear 00985e38,77,14
-,1121252896,2005.07.13,R23-M0-N6-C:J05-U11,2005-07-13-04.08.16.636196,R23-M0-N6-C:J05-U11,RAS,KERNEL,INFO,113527736 double-hummer alignment exceptions,2005-07-13 04:08:16.636196,0,44,4,4,2,1,1,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1133448081,2005.12.01,R51-M0-NE-C:J14-U11,2005-12-01-06.41.21.583889,R51-M0-NE-C:J14-U11,RAS,KERNEL,INFO,"10678 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",2005-12-01 06:41:21.583889,0,164,24,6,3,1,0,0,0,0,0,0,0,"<num> total interrupts. <num> critical input interrupts. <num> microseconds total spent on critical input interrupts, <num> microseconds max time in a critical input interrupt.",7,8405
-,1122166036,2005.07.23,R10-M1-N8-C:J16-U11,2005-07-23-17.47.16.902546,R10-M1-N8-C:J16-U11,RAS,KERNEL,INFO,generating core.1548,2005-07-23 17:47:16.902546,0,20,2,17,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
APPSEV,1123915737,2005.08.12,R07-M0-N8-I:J18-U11,2005-08-12-23.48.57.000426,R07-M0-N8-I:J18-U11,RAS,APP,FATAL,ciod: Error reading message prefix after VERSION_MESSAGE on CioStream socket to 172.16.96.116:53589: Link has been severed,2005-08-12 23:48:57.000426,1,122,16,23,4,1,0,0,0,1,2,0,2,ciod: error reading message prefix after version_message on ciostream socket to <num>.<num>.<num>.<num>:<num>: link has been severed,78,162
-,1119807546,2005.06.26,R06-M0-N1-C:J07-U11,2005-06-26-10.39.06.316095,R06-M0-N1-C:J07-U11,RAS,KERNEL,INFO,data store interrupt caused by icbi.........0,2005-06-26 10:39:06.316095,0,45,6,10,6,1,0,0,0,0,0,0,0,data store interrupt caused by icbi.........<num>,79,595
-,1117838641,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.44.01.393874,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:44:01.393874,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1130157474,2005.10.24,R07-M1-NC-I:J18-U11,2005-10-24-05.37.54.562754,R07-M1-NC-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /p/gb1/bwallen/brian_12point3.rts: invalid or missing program image, No such file or directory",2005-10-24 05:37:54.562754,0,114,14,5,0,1,0,0,0,0,2,0,2,"ciod: error loading /p/gb1/bwallen/brian_12point3.rts: invalid or missing program image, no such file or directory",80,71
-,1121252977,2005.07.13,R17-M1-NB-C:J07-U11,2005-07-13-04.09.37.613847,R17-M1-NB-C:J07-U11,RAS,KERNEL,INFO,113216752 double-hummer alignment exceptions,2005-07-13 04:09:37.613847,0,44,4,4,2,1,1,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1118772958,2005.06.14,R26-M0-N7-C:J07-U11,2005-06-14-11.15.58.096473,R26-M0-N7-C:J07-U11,RAS,KERNEL,FATAL,rts internal error,2005-06-14 11:15:58.096473,0,18,3,11,1,0,0,0,0,0,2,0,0,rts internal error,81,145
-,1127265495,2005.09.20,R70-M1-NC-I:J18-U01,2005-09-20-18.18.15.875464,R70-M1-NC-I:J18-U01,RAS,APP,FATAL,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory,2005-09-20 18:18:15.875464,0,108,9,18,1,1,0,0,0,0,2,0,2,ciod: login chdir(/bgl/apps/swl/performance/miniben///<num>.<num>.<num>-<num>.<num>.<num>) failed: no such file or directory,82,734
-,1131060262,2005.11.03,R67-M0-N6-C:J12-U11,2005-11-03-15.24.22.909685,R67-M0-N6-C:J12-U11,RAS,KERNEL,INFO,iar 00106580 dear 02494bcc,2005-11-03 15:24:22.909685,0,26,4,15,3,1,1,0,0,0,0,0,0,iar <num> dear 02494bcc,36,248
-,1122580587,2005.07.28,R37-M0-NA-C:J06-U01,2005-07-28-12.56.27.196418,R37-M0-NA-C:J06-U01,RAS,KERNEL,INFO,generating core.6918,2005-07-28 12:56:27.196418,0,20,2,12,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120259972,2005.07.01,R23-M0-ND-C:J07-U01,2005-07-01-16.19.32.931453,R23-M0-ND-C:J07-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,2005-07-01 16:19:32.931453,0,42,4,16,4,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1118964485,2005.06.16,R02-M1-N0-C:J12-U11,2005-06-16-16.28.05.055799,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-16 16:28:05.055799,0,40,5,16,3,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1121308332,2005.07.13,R37-M1-NB-C:J03-U01,2005-07-13-19.32.12.484411,R37-M1-NB-C:J03-U01,RAS,KERNEL,INFO,generating core.27427,2005-07-13 19:32:12.484411,0,21,2,19,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1127264201,2005.09.20,R47-M0-N8-I:J18-U01,2005-09-20-17.56.41.432227,R47-M0-N8-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",2005-09-20 17:56:41.432227,0,111,14,17,1,0,0,0,0,1,2,0,2,"ciod: error loading /home/yates//torus-latency.rts: invalid or missing program image, no such file or directory",30,287
-,1131127537,2005.11.04,R62-M0-N5-C:J10-U11,2005-11-04-10.05.37.945031,R62-M0-N5-C:J10-U11,RAS,KERNEL,INFO,16134747 floating point alignment exceptions,2005-11-04 10:05:37.945031,0,44,5,10,4,1,1,0,0,0,0,0,0,<num> floating point alignment exceptions,6,16907
-,1122581362,2005.07.28,R30-M1-N6-C:J11-U11,2005-07-28-13.09.22.827787,R30-M1-N6-C:J11-U11,RAS,KERNEL,INFO,generating core.12917,2005-07-28 13:09:22.827787,0,21,2,13,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1122256849,2005.07.24,R04-M0-N5-C:J15-U11,2005-07-24-19.00.49.306758,R04-M0-N5-C:J15-U11,RAS,KERNEL,INFO,generating core.3552,2005-07-24 19:00:49.306758,0,20,2,19,6,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1119695550,2005.06.25,R36-M1-NE-C:J09-U11,2005-06-25-03.32.30.416356,R36-M1-NE-C:J09-U11,RAS,KERNEL,INFO,257257770 double-hummer alignment exceptions,2005-06-25 03:32:30.416356,0,44,4,3,5,1,1,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1131067776,2005.11.03,R23-M1-N6-C:J03-U11,2005-11-03-17.29.36.978815,R23-M1-N6-C:J03-U11,RAS,KERNEL,INFO,62500 floating point alignment exceptions,2005-11-03 17:29:36.978815,0,41,5,17,3,1,0,0,0,0,0,0,0,<num> floating point alignment exceptions,6,16907
-,1121256797,2005.07.13,R23-M0-N5-C:J08-U11,2005-07-13-05.13.17.095004,R23-M0-N5-C:J08-U11,RAS,KERNEL,INFO,generating core.19386,2005-07-13 05:13:17.095004,0,21,2,5,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120173856,2005.06.30,R24-M1-N0-I:J18-U01,2005-06-30-16.24.16.580762,R24-M1-N0-I:J18-U01,RAS,KERNEL,INFO,"ciod: Error opening node map file /p/gb2/welcome3/32k_128x256x1_8x4x4.map, No such file or directory",2005-06-30 16:24:16.580762,0,100,12,16,3,1,0,0,0,0,0,0,0,"ciod: error opening node map file /p/gb2/welcome3/32k_128x256x1_8x4x4.map, no such file or directory",66,55
-,1122576623,2005.07.28,R33-M1-NC-C:J08-U11,2005-07-28-11.50.23.288551,R33-M1-NC-C:J08-U11,RAS,KERNEL,INFO,generating core.9622,2005-07-28 11:50:23.288551,0,20,2,11,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1118769572,2005.06.14,R27-M0-N4-C:J11-U01,2005-06-14-10.19.32.611217,R27-M0-N4-C:J11-U01,RAS,KERNEL,FATAL,exception syndrome register: 0x00800000,2005-06-14 10:19:32.611217,0,39,4,10,1,1,1,0,0,0,2,0,0,exception syndrome register: <hex>,29,1077
-,1120958352,2005.07.09,R31-M1-N2-C:J07-U11,2005-07-09-18.19.12.451116,R31-M1-N2-C:J07-U11,RAS,KERNEL,INFO,generating core.10870,2005-07-09 18:19:12.451116,0,21,2,18,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1117838644,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.44.04.675042,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:44:04.675042,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1131057839,2005.11.03,R60-M0-N2-C:J11-U11,2005-11-03-14.43.59.773207,R60-M0-N2-C:J11-U11,RAS,KERNEL,INFO,640764 floating point alignment exceptions,2005-11-03 14:43:59.773207,0,42,5,14,3,1,0,0,0,0,0,0,0,<num> floating point alignment exceptions,6,16907
-,1133301945,2005.11.29,R10-M1-NC-I:J18-U11,2005-11-29-14.05.45.130830,R10-M1-NC-I:J18-U11,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x000001f5",2005-11-29 14:05:45.130830,0,61,7,14,1,1,1,0,0,0,0,0,0,"ciod: received signal <num>, code=<num>, errno=<num>, address=<hex>",3,2543
APPSEV,1126539132,2005.09.12,R47-M1-N4-I:J18-U11,2005-09-12-08.32.12.774720,R47-M1-N4-I:J18-U11,RAS,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41432: Link has been severed,2005-09-12 08:32:12.774720,1,119,16,8,0,1,0,0,0,1,2,0,2,ciod: error reading message prefix after load_message on ciostream socket to <num>.<num>.<num>.<num>:<num>: link has been severed,83,956
-,1129820522,2005.10.20,R54-M0-N0-I:J18-U11,2005-10-20-08.02.02.489844,R54-M0-N0-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",2005-10-20 08:02:02.489844,0,115,12,8,3,0,0,0,0,0,2,0,2,"ciod: error loading /bgl/apps/followup/raptor/new.raptor.trace: invalid or missing program image, exec format error",84,54
-,1121312453,2005.07.13,R30-M0-N8-C:J17-U11,2005-07-13-20.40.53.386835,R30-M0-N8-C:J17-U11,RAS,KERNEL,INFO,generating core.19508,2005-07-13 20:40:53.386835,0,21,2,20,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120217120,2005.07.01,R12-M0-N3-C:J03-U11,2005-07-01-04.25.20.551083,R12-M0-N3-C:J03-U11,RAS,KERNEL,INFO,generating core.15867,2005-07-01 04:25:20.551083,0,21,2,4,4,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1121598889,2005.07.17,R14-M0-N5-C:J11-U01,2005-07-17-04.14.49.661382,R14-M0-N5-C:J11-U01,RAS,KERNEL,INFO,generating core.60873,2005-07-17 04:14:49.661382,0,21,2,4,6,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120956677,2005.07.09,R35-M0-N9-C:J12-U01,2005-07-09-17.51.17.632618,R35-M0-N9-C:J12-U01,RAS,KERNEL,INFO,generating core.7297,2005-07-09 17:51:17.632618,0,20,2,17,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1133448029,2005.12.01,R33-M0-N6-C:J13-U11,2005-12-01-06.40.29.698553,R33-M0-N6-C:J13-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,2005-12-01 06:40:29.698553,0,142,25,6,3,1,0,0,0,0,0,0,0,<num> microseconds spent in the rbs signal handler during <num> calls. <num> microseconds was the maximum time for a single instance of a correctable ddr.,18,8550
-,1121006480,2005.07.10,R30-M0-N3-C:J08-U01,2005-07-10-07.41.20.196768,R30-M0-N3-C:J08-U01,RAS,KERNEL,INFO,generating core.18498,2005-07-10 07:41:20.196768,0,21,2,7,6,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1117838646,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.44.06.302594,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:44:06.302594,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
KERNMNTF,1125694320,2005.09.02,R17-M0-NC-I:J18-U11,2005-09-02-13.52.00.593754,R17-M0-NC-I:J18-U11,RAS,KERNEL,FATAL,Lustre mount FAILED : bglio251 : point /p/gb1,2005-09-02 13:52:00.593754,1,45,8,13,4,1,0,0,0,0,2,0,0,lustre mount failed : bglio251 : point /p/gb1,85,3
-,1119694998,2005.06.25,R25-M1-NA-C:J06-U01,2005-06-25-03.23.18.133738,R25-M1-NA-C:J06-U01,RAS,KERNEL,INFO,761986368 double-hummer alignment exceptions,2005-06-25 03:23:18.133738,0,44,4,3,5,1,1,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1133448607,2005.12.01,R46-M0-N0-C:J05-U01,2005-12-01-06.50.07.135210,R46-M0-N0-C:J05-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,2005-12-01 06:50:07.135210,0,142,25,6,3,1,0,0,0,0,0,0,0,<num> microseconds spent in the rbs signal handler during <num> calls. <num> microseconds was the maximum time for a single instance of a correctable ddr.,18,8550
-,1119572934,2005.06.23,R23-M1-N4-C:J08-U01,2005-06-23-17.28.54.059047,R23-M1-N4-C:J08-U01,RAS,KERNEL,INFO,3091200 double-hummer alignment exceptions,2005-06-23 17:28:54.059047,0,42,4,17,3,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1117838647,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.44.07.085045,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:44:07.085045,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1120934377,2005.07.09,R23-M1-N6-C:J13-U11,2005-07-09-11.39.37.513825,R23-M1-N6-C:J13-U11,RAS,KERNEL,INFO,generating core.9213,2005-07-09 11:39:37.513825,0,20,2,11,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1122577228,2005.07.28,R36-M1-N8-C:J14-U11,2005-07-28-12.00.28.036788,R36-M1-N8-C:J14-U11,RAS,KERNEL,INFO,generating core.16148,2005-07-28 12:00:28.036788,0,21,2,12,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1122576444,2005.07.28,R31-M1-NF-C:J16-U11,2005-07-28-11.47.24.892777,R31-M1-NF-C:J16-U11,RAS,KERNEL,INFO,generating core.8208,2005-07-28 11:47:24.892777,0,20,2,11,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1133448149,2005.12.01,R32-M0-N1-C:J06-U01,2005-12-01-06.42.29.063677,R32-M0-N1-C:J06-U01,RAS,KERNEL,INFO,"10762 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",2005-12-01 06:42:29.063677,0,164,24,6,3,1,0,0,0,0,0,0,0,"<num> total interrupts. <num> critical input interrupts. <num> microseconds total spent on critical input interrupts, <num> microseconds max time in a critical input interrupt.",7,8405
-,1131590857,2005.11.09,R63-M0-N2-C:J08-U01,2005-11-09-18.47.37.547395,R63-M0-N2-C:J08-U01,RAS,KERNEL,INFO,iar 00113890 dear 0fee9c3c,2005-11-09 18:47:37.547395,0,26,4,18,2,1,1,0,0,0,0,0,0,iar <num> dear 0fee9c3c,86,61
-,1120148817,2005.06.30,R26-M0-N2-C:J04-U11,2005-06-30-09.26.57.136258,R26-M0-N2-C:J04-U11,RAS,KERNEL,INFO,generating core.14687,2005-06-30 09:26:57.136258,0,21,2,9,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1123914611,2005.08.12,R06-M0-N8-I:J18-U01,2005-08-12-23.30.11.644511,R06-M0-N8-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",2005-08-12 23:30:11.644511,0,138,12,23,4,1,0,0,0,0,2,0,2,"ciod: error loading /bgl/apps/scaletest/performance/miniben/mb_243_0810/allreduce.rts: invalid or missing program image, exec format error",47,1274
-,1121598187,2005.07.17,R31-M0-ND-C:J17-U01,2005-07-17-04.03.07.080306,R31-M0-ND-C:J17-U01,RAS,KERNEL,INFO,generating core.43088,2005-07-17 04:03:07.080306,0,21,2,4,6,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1117838648,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.44.08.430364,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:44:08.430364,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1120658397,2005.07.06,R27-M0-N1-C:J12-U01,2005-07-06-06.59.57.790175,R27-M0-N1-C:J12-U01,RAS,KERNEL,INFO,1 torus receiver z- input pipe error(s) (dcr 0x02f1) detected and corrected,2005-07-06 06:59:57.790175,0,75,12,6,2,1,1,0,0,1,0,0,0,<num> torus receiver z- input pipe error(s) (dcr <hex>) detected and corrected,87,117
-,1125223268,2005.08.28,R53-M1-N5-C:J05-U11,2005-08-28-03.01.08.573464,R53-M1-N5-C:J05-U11,RAS,KERNEL,INFO,iar 00149ee0 dear 0098d248,2005-08-28 03:01:08.573464,0,26,4,3,6,1,1,0,0,0,0,0,0,iar 00149ee0 dear 0098d248,88,6
-,1120091924,2005.06.29,R03-M1-N7-C:J03-U11,2005-06-29-17.38.44.882808,R03-M1-N7-C:J03-U11,RAS,KERNEL,INFO,generating core.2040,2005-06-29 17:38:44.882808,0,20,2,17,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1119151526,2005.06.18,R30-M1-N5-C:J15-U11,2005-06-18-20.25.26.280529,R30-M1-N5-C:J15-U11,RAS,KERNEL,INFO,generating core.31842,2005-06-18 20:25:26.280529,0,21,2,20,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1118770777,2005.06.14,R27-M0-N5-C:J09-U01,2005-06-14-10.39.37.224131,R27-M0-N5-C:J09-U01,RAS,KERNEL,FATAL,critical input interrupt enable...0,2005-06-14 10:39:37.224131,0,35,4,10,1,1,0,0,0,0,2,0,0,critical input interrupt enable...<num>,14,413
-,1118771039,2005.06.14,R25-M0-N1-C:J05-U01,2005-06-14-10.43.59.496571,R25-M0-N1-C:J05-U01,RAS,KERNEL,FATAL,auxiliary processor.........................0,2005-06-14 10:43:59.496571,0,45,2,10,1,1,0,0,0,0,2,0,0,auxiliary processor.........................<num>,89,518
-,1122165420,2005.07.23,R12-M1-NB-C:J11-U11,2005-07-23-17.37.00.793986,R12-M1-NB-C:J11-U11,RAS,KERNEL,INFO,5 floating point alignment exceptions,2005-07-23 17:37:00.793986,0,37,5,17,5,1,0,0,0,0,0,0,0,<num> floating point alignment exceptions,6,16907
-,1121904627,2005.07.20,R36-M0-NC-C:J15-U01,2005-07-20-17.10.27.747536,R36-M0-NC-C:J15-U01,RAS,KERNEL,INFO,8 floating point alignment exceptions,2005-07-20 17:10:27.747536,0,37,5,17,2,1,0,0,0,0,0,0,0,<num> floating point alignment exceptions,6,16907
KERNDTLB,1118553704,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-22.21.44.846710,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,2005-06-11 22:21:44.846710,1,24,4,22,5,0,0,1,0,0,2,0,0,data tlb error interrupt,27,9658
-,1121484998,2005.07.15,R14-M1-NA-C:J07-U01,2005-07-15-20.36.38.441796,R14-M1-NA-C:J07-U01,RAS,KERNEL,INFO,total of 6 ddr error(s) detected and corrected,2005-07-15 20:36:38.441796,0,46,8,20,4,1,0,0,0,0,0,0,0,total of <num> ddr error(s) detected and corrected,9,1823
-,1128509206,2005.10.05,R16-M0-NC-I:J18-U11,2005-10-05-03.46.46.611238,R16-M0-NC-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",2005-10-05 03:46:46.611238,0,118,11,3,2,1,0,0,0,0,2,0,2,"ciod: error loading /home/spelce1/hpcc_ibm/urgent/vnm/64k/vnm.rts: invalid or missing program image, permission denied",73,292
-,1120938408,2005.07.09,R11-M0-N2-C:J13-U01,2005-07-09-12.46.48.549908,R11-M0-N2-C:J13-U01,RAS,KERNEL,INFO,generating core.53453,2005-07-09 12:46:48.549908,0,21,2,12,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1127243226,2005.09.20,NULL,2005-09-20-12.07.06.973071,NULL,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",2005-09-20 12:07:06.973071,0,171,13,12,1,1,0,0,0,1,1,0,1,"idoproxydb hit assert condition: assert expression=<num> source file=idotransportmgr.cpp source line=<num> function=int idotransportmgr::sendpacket(idoudpmgr*, bglctlpavtrace*)",2,5317
-,1120957892,2005.07.09,R00-M1-ND-C:J03-U01,2005-07-09-18.11.32.328203,R00-M1-ND-C:J03-U01,RAS,KERNEL,INFO,generating core.3475,2005-07-09 18:11:32.328203,0,20,2,18,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1121312404,2005.07.13,R33-M0-N4-C:J08-U01,2005-07-13-20.40.04.723883,R33-M0-N4-C:J08-U01,RAS,KERNEL,INFO,generating core.5574,2005-07-13 20:40:04.723883,0,20,2,20,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120969343,2005.07.09,R25-M0-N1-C:J15-U11,2005-07-09-21.22.23.657102,R25-M0-N1-C:J15-U11,RAS,KERNEL,INFO,generating core.28408,2005-07-09 21:22:23.657102,0,21,2,21,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
KERNDTLB,1118556866,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-23.14.26.650151,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,2005-06-11 23:14:26.650151,1,24,4,23,5,0,0,1,0,0,2,0,0,data tlb error interrupt,27,9658
-,1121311346,2005.07.13,R35-M0-NB-C:J11-U01,2005-07-13-20.22.26.198426,R35-M0-NB-C:J11-U01,RAS,KERNEL,INFO,generating core.23201,2005-07-13 20:22:26.198426,0,21,2,20,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1127243558,2005.09.20,NULL,2005-09-20-12.12.38.135261,NULL,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",2005-09-20 12:12:38.135261,0,171,13,12,1,1,0,0,0,1,1,0,1,"idoproxydb hit assert condition: assert expression=<num> source file=idotransportmgr.cpp source line=<num> function=int idotransportmgr::sendpacket(idoudpmgr*, bglctlpavtrace*)",2,5317
-,1117838651,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.44.11.598380,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:44:11.598380,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
