raw_line,event_id,template_id,template_text,severity,message
120041 node-250 unix.hw state_change.unavailable 1077804069 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0198-0002-0000-0016-0000\042 is in the unavailable state (HWID=917),,UNKNOWN,UNKNOWN,,
120062 node-248 unix.hw state_change.unavailable 1077804069 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-017f-0001-3000-003c-0000\042 is in the unavailable state (HWID=921),,UNKNOWN,UNKNOWN,,
120140 node-249 unix.hw state_change.unavailable 1077804070 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-017f-0001-3000-003c-0000\042 is in the unavailable state (HWID=921),,UNKNOWN,UNKNOWN,,
120142 node-251 unix.hw state_change.unavailable 1077804070 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-017f-0001-3000-003c-0000\042 is in the unavailable state (HWID=921),,UNKNOWN,UNKNOWN,,
120291 node-8 unix.hw state_change.unavailable 1077804071 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4048-0008-a000-0047-0000\042 is in the unavailable state (HWID=2770),,UNKNOWN,UNKNOWN,,
120331 node-9 unix.hw state_change.unavailable 1077804071 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4048-0008-a000-0047-0000\042 is in the unavailable state (HWID=2770),,UNKNOWN,UNKNOWN,,
120337 node-11 unix.hw state_change.unavailable 1077804071 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4048-0008-a000-0047-0000\042 is in the unavailable state (HWID=2770),,UNKNOWN,UNKNOWN,,
121245 node-11 unix.hw state_change.unavailable 1077804078 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0000-c06e-0001-3000-003c-0000\042 is in the unavailable state (HWID=2761),,UNKNOWN,UNKNOWN,,
121785 node-250 unix.hw state_change.unavailable 1077804084 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-011c-0001-7000-0038-0000\042 is in the unavailable state (HWID=912),,UNKNOWN,UNKNOWN,,
121797 node-249 unix.hw state_change.unavailable 1077804084 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-011c-0001-7000-0038-0000\042 is in the unavailable state (HWID=912),,UNKNOWN,UNKNOWN,,
121800 node-251 unix.hw state_change.unavailable 1077804084 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-011c-0001-7000-0038-0000\042 is in the unavailable state (HWID=912),,UNKNOWN,UNKNOWN,,
122230 node-248 unix.hw state_change.unavailable 1077804092 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-011c-0001-7000-0041-0000\042 is in the unavailable state (HWID=913),,UNKNOWN,UNKNOWN,,
122429 node-251 unix.hw state_change.unavailable 1077804097 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-003c-0000\042 is in the unavailable state (HWID=925),,UNKNOWN,UNKNOWN,,
122600 node-249 unix.hw state_change.unavailable 1077804100 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-003c-0000\042 is in the unavailable state (HWID=925),,UNKNOWN,UNKNOWN,,
122601 node-250 unix.hw state_change.unavailable 1077804100 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-003c-0000\042 is in the unavailable state (HWID=925),,UNKNOWN,UNKNOWN,,
122832 node-251 unix.hw state_change.unavailable 1077804104 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-0033-0000\042 is in the unavailable state (HWID=924),,UNKNOWN,UNKNOWN,,
123025 node-250 unix.hw state_change.unavailable 1077804109 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-0033-0000\042 is in the unavailable state (HWID=924),,UNKNOWN,UNKNOWN,,
123027 node-249 unix.hw state_change.unavailable 1077804109 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-0033-0000\042 is in the unavailable state (HWID=924),,UNKNOWN,UNKNOWN,,
123406 node-248 unix.hw state_change.unavailable 1077804126 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-003c-0000\042 is in the unavailable state (HWID=925),,UNKNOWN,UNKNOWN,,
123440 node-248 unix.hw state_change.unavailable 1077804139 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-0045-0000\042 is in the unavailable state (HWID=926),,UNKNOWN,UNKNOWN,,
123476 node-249 unix.hw state_change.unavailable 1077804151 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0176-0002-1000-0005-0000\042 is in the unavailable state (HWID=918),,UNKNOWN,UNKNOWN,,
123477 node-250 unix.hw state_change.unavailable 1077804151 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-017f-0001-3000-0045-0000\042 is in the unavailable state (HWID=922),,UNKNOWN,UNKNOWN,,
123747 node-248 unix.hw state_change.unavailable 1077804157 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-011c-0001-7000-002f-0000\042 is in the unavailable state (HWID=911),,UNKNOWN,UNKNOWN,,
123758 node-248 unix.hw state_change.unavailable 1077804158 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-0033-0000\042 is in the unavailable state (HWID=924),,UNKNOWN,UNKNOWN,,
123839 node-248 unix.hw state_change.unavailable 1077804159 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-017f-0001-3000-0045-0000\042 is in the unavailable state (HWID=922),,UNKNOWN,UNKNOWN,,
123848 node-248 unix.hw state_change.unavailable 1077804160 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0176-0002-1000-0005-0000\042 is in the unavailable state (HWID=918),,UNKNOWN,UNKNOWN,,
123881 node-249 unix.hw state_change.unavailable 1077804161 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-017f-0001-3000-0045-0000\042 is in the unavailable state (HWID=922),,UNKNOWN,UNKNOWN,,
123885 node-250 unix.hw state_change.unavailable 1077804162 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0176-0002-1000-0005-0000\042 is in the unavailable state (HWID=918),,UNKNOWN,UNKNOWN,,
123886 node-251 unix.hw state_change.unavailable 1077804162 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-017f-0001-3000-0045-0000\042 is in the unavailable state (HWID=922),,UNKNOWN,UNKNOWN,,
123896 node-251 unix.hw state_change.unavailable 1077804162 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0176-0002-1000-0005-0000\042 is in the unavailable state (HWID=918),,UNKNOWN,UNKNOWN,,
125226 node-251 unix.hw state_change.unavailable 1077804183 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-002a-0000\042 is in the unavailable state (HWID=923),,UNKNOWN,UNKNOWN,,
125295 node-249 unix.hw state_change.unavailable 1077804185 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0198-0002-0000-0016-0000\042 is in the unavailable state (HWID=917),,UNKNOWN,UNKNOWN,,
125501 node-249 unix.hw state_change.unavailable 1077804192 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-002a-0000\042 is in the unavailable state (HWID=923),,UNKNOWN,UNKNOWN,,
125503 node-248 unix.hw state_change.unavailable 1077804192 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-002a-0000\042 is in the unavailable state (HWID=923),,UNKNOWN,UNKNOWN,,
125505 node-250 unix.hw state_change.unavailable 1077804192 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0134-0001-e000-002a-0000\042 is in the unavailable state (HWID=923),,UNKNOWN,UNKNOWN,,
125657 node-248 unix.hw state_change.unavailable 1077804195 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0198-0002-0000-0016-0000\042 is in the unavailable state (HWID=917),,UNKNOWN,UNKNOWN,,
126032 node-251 unix.hw state_change.unavailable 1077804203 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0198-0002-0000-0016-0000\042 is in the unavailable state (HWID=917),,UNKNOWN,UNKNOWN,,
126184 node-32 unix.hw state_change.unavailable 1077804206 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0010-ed90-0009-0390-9323-007a\042 is in the unavailable state (HWID=69),,UNKNOWN,UNKNOWN,,
126189 node-96 unix.hw state_change.unavailable 1077804206 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0010-ed90-0009-0390-9323-0084\042 is in the unavailable state (HWID=69),,UNKNOWN,UNKNOWN,,
126199 node-64 unix.hw state_change.unavailable 1077804206 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0010-ed90-0009-0390-9323-007f\042 is in the unavailable state (HWID=69),,UNKNOWN,UNKNOWN,,
126927 node-14 unix.hw state_change.unavailable 1077804272 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00fc-0001-2000-003e-0000\042 is in the unavailable state (HWID=2753),,UNKNOWN,UNKNOWN,,
126934 node-14 unix.hw state_change.unavailable 1077804272 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00fc-0001-2000-002c-0000\042 is in the unavailable state (HWID=2751),,UNKNOWN,UNKNOWN,,
126941 node-14 unix.hw state_change.unavailable 1077804272 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00fc-0001-2000-0047-0000\042 is in the unavailable state (HWID=2754),,UNKNOWN,UNKNOWN,,
126947 node-15 unix.hw state_change.unavailable 1077804272 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4045-0001-f000-0036-0000\042 is in the unavailable state (HWID=2756),,UNKNOWN,UNKNOWN,,
126954 node-15 unix.hw state_change.unavailable 1077804272 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4045-0001-f000-002d-0000\042 is in the unavailable state (HWID=2755),,UNKNOWN,UNKNOWN,,
127577 node-12 unix.hw state_change.unavailable 1077804284 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4045-0001-f000-0036-0000\042 is in the unavailable state (HWID=2756),,UNKNOWN,UNKNOWN,,
127586 node-12 unix.hw state_change.unavailable 1077804284 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4045-0001-f000-002d-0000\042 is in the unavailable state (HWID=2755),,UNKNOWN,UNKNOWN,,
127604 node-14 unix.hw state_change.unavailable 1077804284 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4045-0001-f000-0036-0000\042 is in the unavailable state (HWID=2756),,UNKNOWN,UNKNOWN,,
127613 node-14 unix.hw state_change.unavailable 1077804284 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-4045-0001-f000-002d-0000\042 is in the unavailable state (HWID=2755),,UNKNOWN,UNKNOWN,,
127621 node-15 unix.hw state_change.unavailable 1077804284 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00fc-0001-2000-002c-0000\042 is in the unavailable state (HWID=2751),,UNKNOWN,UNKNOWN,,
127630 node-15 unix.hw state_change.unavailable 1077804284 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00fc-0001-2000-003e-0000\042 is in the unavailable state (HWID=2753),,UNKNOWN,UNKNOWN,,
127639 node-12 unix.hw state_change.unavailable 1077804284 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00fc-0001-2000-003e-0000\042 is in the unavailable state (HWID=2753),,UNKNOWN,UNKNOWN,,
127648 node-12 unix.hw state_change.unavailable 1077804285 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00fc-0001-2000-002c-0000\042 is in the unavailable state (HWID=2751),,UNKNOWN,UNKNOWN,,
128084 node-96 unix.hw state_change.unavailable 1077804368 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0010-ed90-0009-0390-9323-0084\042 is in the unavailable state (HWID=69),,UNKNOWN,UNKNOWN,,
128085 node-32 unix.hw state_change.unavailable 1077804368 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0010-ed90-0009-0390-9323-007a\042 is in the unavailable state (HWID=69),,UNKNOWN,UNKNOWN,,
128172 node-246 unix.hw state_change.unavailable 1077804460 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0046-0000\042 is in the unavailable state (HWID=1978),,UNKNOWN,UNKNOWN,,
128173 node-247 unix.hw state_change.unavailable 1077804460 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0046-0000\042 is in the unavailable state (HWID=1982),,UNKNOWN,UNKNOWN,,
128420 node-245 unix.hw state_change.unavailable 1077804464 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0046-0000\042 is in the unavailable state (HWID=1974),,UNKNOWN,UNKNOWN,,
128477 node-245 unix.hw state_change.unavailable 1077804466 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0046-0000\042 is in the unavailable state (HWID=1978),,UNKNOWN,UNKNOWN,,
128486 node-245 unix.hw state_change.unavailable 1077804466 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0046-0000\042 is in the unavailable state (HWID=1982),,UNKNOWN,UNKNOWN,,
128503 node-247 unix.hw state_change.unavailable 1077804466 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0046-0000\042 is in the unavailable state (HWID=1978),,UNKNOWN,UNKNOWN,,
128512 node-246 unix.hw state_change.unavailable 1077804467 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0046-0000\042 is in the unavailable state (HWID=1982),,UNKNOWN,UNKNOWN,,
129040 node-246 unix.hw state_change.unavailable 1077804476 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0046-0000\042 is in the unavailable state (HWID=1974),,UNKNOWN,UNKNOWN,,
129041 node-247 unix.hw state_change.unavailable 1077804476 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0046-0000\042 is in the unavailable state (HWID=1974),,UNKNOWN,UNKNOWN,,
129205 node-244 unix.hw state_change.unavailable 1077804492 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-0034-0000\042 is in the unavailable state (HWID=1968),,UNKNOWN,UNKNOWN,,
129409 node-33 unix.hw state_change.unavailable 1077804546 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0010-ed90-0009-0390-9323-007a\042 is in the unavailable state (HWID=69),,UNKNOWN,UNKNOWN,,
129456 node-97 unix.hw state_change.unavailable 1077804580 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0010-ed90-0009-0390-9323-0084\042 is in the unavailable state (HWID=69),,UNKNOWN,UNKNOWN,,
129504 node-245 unix.hw state_change.unavailable 1077804601 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-002b-0000\042 is in the unavailable state (HWID=1971),,UNKNOWN,UNKNOWN,,
129508 node-245 unix.hw state_change.unavailable 1077804601 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0046-0000\042 is in the unavailable state (HWID=1974),,UNKNOWN,UNKNOWN,,
129512 node-246 unix.hw state_change.unavailable 1077804601 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0046-0000\042 is in the unavailable state (HWID=1978),,UNKNOWN,UNKNOWN,,
129515 node-247 unix.hw state_change.unavailable 1077804601 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0046-0000\042 is in the unavailable state (HWID=1982),,UNKNOWN,UNKNOWN,,
129631 node-246 unix.hw state_change.unavailable 1077804603 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-003d-0000\042 is in the unavailable state (HWID=1977),,UNKNOWN,UNKNOWN,,
130114 node-244 unix.hw state_change.unavailable 1077804613 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-0046-0000\042 is in the unavailable state (HWID=1970),,UNKNOWN,UNKNOWN,,
130176 node-244 unix.hw state_change.unavailable 1077804615 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-002b-0000\042 is in the unavailable state (HWID=1971),,UNKNOWN,UNKNOWN,,
130177 node-247 unix.hw state_change.unavailable 1077804615 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-002b-0000\042 is in the unavailable state (HWID=1971),,UNKNOWN,UNKNOWN,,
130182 node-246 unix.hw state_change.unavailable 1077804615 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-002b-0000\042 is in the unavailable state (HWID=1971),,UNKNOWN,UNKNOWN,,
130189 node-244 unix.hw state_change.unavailable 1077804615 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0046-0000\042 is in the unavailable state (HWID=1974),,UNKNOWN,UNKNOWN,,
130192 node-247 unix.hw state_change.unavailable 1077804615 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0046-0000\042 is in the unavailable state (HWID=1974),,UNKNOWN,UNKNOWN,,
130198 node-246 unix.hw state_change.unavailable 1077804615 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0046-0000\042 is in the unavailable state (HWID=1974),,UNKNOWN,UNKNOWN,,
130201 node-244 unix.hw state_change.unavailable 1077804616 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0046-0000\042 is in the unavailable state (HWID=1978),,UNKNOWN,UNKNOWN,,
130206 node-244 unix.hw state_change.unavailable 1077804616 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0046-0000\042 is in the unavailable state (HWID=1982),,UNKNOWN,UNKNOWN,,
130451 node-244 unix.hw state_change.unavailable 1077804627 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-003d-0000\042 is in the unavailable state (HWID=1977),,UNKNOWN,UNKNOWN,,
130457 node-247 unix.hw state_change.unavailable 1077804627 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-003d-0000\042 is in the unavailable state (HWID=1977),,UNKNOWN,UNKNOWN,,
130526 node-245 unix.hw state_change.unavailable 1077804629 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-003d-0000\042 is in the unavailable state (HWID=1977),,UNKNOWN,UNKNOWN,,
131392 node-245 unix.hw state_change.unavailable 1077804646 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-0046-0000\042 is in the unavailable state (HWID=1970),,UNKNOWN,UNKNOWN,,
131425 node-246 unix.hw state_change.unavailable 1077804647 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-0046-0000\042 is in the unavailable state (HWID=1970),,UNKNOWN,UNKNOWN,,
131631 node-245 unix.hw state_change.unavailable 1077804651 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),,UNKNOWN,UNKNOWN,,
131760 node-247 unix.hw state_change.unavailable 1077804678 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0034-0000\042 is in the unavailable state (HWID=1980),,UNKNOWN,UNKNOWN,,
131889 node-246 unix.hw state_change.unavailable 1077804684 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0034-0000\042 is in the unavailable state (HWID=1980),,UNKNOWN,UNKNOWN,,
131936 node-246 unix.hw state_change.unavailable 1077804687 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0034-0000\042 is in the unavailable state (HWID=1976),,UNKNOWN,UNKNOWN,,
132131 node-245 unix.hw state_change.unavailable 1077804691 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0034-0000\042 is in the unavailable state (HWID=1972),,UNKNOWN,UNKNOWN,,
132140 node-245 unix.hw state_change.unavailable 1077804691 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0034-0000\042 is in the unavailable state (HWID=1980),,UNKNOWN,UNKNOWN,,
132142 node-245 unix.hw state_change.unavailable 1077804691 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-002b-0000\042 is in the unavailable state (HWID=1971),,UNKNOWN,UNKNOWN,,
132183 node-245 unix.hw state_change.unavailable 1077804692 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0034-0000\042 is in the unavailable state (HWID=1976),,UNKNOWN,UNKNOWN,,
132216 node-247 unix.hw state_change.unavailable 1077804693 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0034-0000\042 is in the unavailable state (HWID=1976),,UNKNOWN,UNKNOWN,,
132745 node-244 unix.hw state_change.unavailable 1077804702 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-0034-0000\042 is in the unavailable state (HWID=1980),,UNKNOWN,UNKNOWN,,
132751 node-244 unix.hw state_change.unavailable 1077804703 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-0034-0000\042 is in the unavailable state (HWID=1968),,UNKNOWN,UNKNOWN,,
132754 node-244 unix.hw state_change.unavailable 1077804703 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-003d-0000\042 is in the unavailable state (HWID=1969),,UNKNOWN,UNKNOWN,,
132763 node-244 unix.hw state_change.unavailable 1077804703 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0152-0001-3000-0034-0000\042 is in the unavailable state (HWID=1976),,UNKNOWN,UNKNOWN,,
132860 node-244 unix.hw state_change.unavailable 1077804705 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0034-0000\042 is in the unavailable state (HWID=1972),,UNKNOWN,UNKNOWN,,
132884 node-246 unix.hw state_change.unavailable 1077804706 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0034-0000\042 is in the unavailable state (HWID=1972),,UNKNOWN,UNKNOWN,,
132885 node-247 unix.hw state_change.unavailable 1077804706 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-0034-0000\042 is in the unavailable state (HWID=1972),,UNKNOWN,UNKNOWN,,
132889 node-246 unix.hw state_change.unavailable 1077804706 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-002b-0000\042 is in the unavailable state (HWID=1971),,UNKNOWN,UNKNOWN,,
132907 node-244 unix.hw state_change.unavailable 1077804706 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-002b-0000\042 is in the unavailable state (HWID=1971),,UNKNOWN,UNKNOWN,,
133971 node-247 unix.hw state_change.unavailable 1077804729 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-0034-0000\042 is in the unavailable state (HWID=1968),,UNKNOWN,UNKNOWN,,
133980 node-247 unix.hw state_change.unavailable 1077804729 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-003d-0000\042 is in the unavailable state (HWID=1969),,UNKNOWN,UNKNOWN,,
133989 node-246 unix.hw state_change.unavailable 1077804729 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-0034-0000\042 is in the unavailable state (HWID=1968),,UNKNOWN,UNKNOWN,,
133998 node-246 unix.hw state_change.unavailable 1077804729 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-003d-0000\042 is in the unavailable state (HWID=1969),,UNKNOWN,UNKNOWN,,
134007 node-245 unix.hw state_change.unavailable 1077804729 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-0034-0000\042 is in the unavailable state (HWID=1968),,UNKNOWN,UNKNOWN,,
134016 node-245 unix.hw state_change.unavailable 1077804730 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0158-0000-c000-003d-0000\042 is in the unavailable state (HWID=1969),,UNKNOWN,UNKNOWN,,
134240 node-245 unix.hw state_change.unavailable 1077804735 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),,UNKNOWN,UNKNOWN,,
134373 node-247 unix.hw state_change.unavailable 1077804737 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-002b-0000\042 is in the unavailable state (HWID=1979),,UNKNOWN,UNKNOWN,,
134502 node-247 unix.hw state_change.unavailable 1077804739 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),,UNKNOWN,UNKNOWN,,
134505 node-244 unix.hw state_change.unavailable 1077804739 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),,UNKNOWN,UNKNOWN,,
134681 node-246 unix.hw state_change.unavailable 1077804742 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),,UNKNOWN,UNKNOWN,,
134815 node-247 unix.hw state_change.unavailable 1077804745 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-0140-0001-3000-003d-0000\042 is in the unavailable state (HWID=1981),,UNKNOWN,UNKNOWN,,
135406 node-128 unix.hw state_change.unavailable 1077805752 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0014-2180-0009-1280-7171-0041\042 is in the unavailable state (HWID=68),,UNKNOWN,UNKNOWN,,
0 node-192 unix.hw state_change.unavailable 1077805753 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0014-2180-0009-1280-7171-004f\042 is in the unavailable state (HWID=68),,UNKNOWN,UNKNOWN,,
135411 node-160 unix.hw state_change.unavailable 1077805753 1 Component State Change: Component \042SCSI-WWID:01000010:6000-1fe1-0014-2180-0009-1280-7171-004c\042 is in the unavailable state (HWID=68),,UNKNOWN,UNKNOWN,,
210019 node-1 unix.hw state_change.unavailable 1078453156 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0000-c066-0001-5000-003d-0000\042 is in the unavailable state (HWID=2698),,UNKNOWN,UNKNOWN,,
210010 node-1 unix.hw state_change.unavailable 1078453156 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0000-c066-0001-5000-0046-0000\042 is in the unavailable state (HWID=2699),,UNKNOWN,UNKNOWN,,
210001 node-0 unix.hw state_change.unavailable 1078453155 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0000-c066-0001-5000-0046-0000\042 is in the unavailable state (HWID=2699),,UNKNOWN,UNKNOWN,,
209998 node-0 unix.hw state_change.unavailable 1078453154 1 Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0000-c066-0001-5000-003d-0000\042 is in the unavailable state (HWID=2698),,UNKNOWN,UNKNOWN,,
